,extra_id,text,name,class_simple,topics,fasttext_all,fasttext_results,fasttext_results2,class_simple_pred_label,class_simple_pred_acc,class_simple_pred_label2,class_simple_pred_acc2,sent_score_pred_label,sent_score_pred_acc,class_simple_pred_label_acc_combined,topic
127,127,columbia county board of elections,ALLEN RICHARD W,3,election ,"['__label__3', 0.9688661694526672, '', '']","['__label__3', 0.9688661694526672]","['', '']",3,0.9688661694526672,,,for,0.6297805905342102,3,election 
128,128,toombs county advance voting location,ALLEN RICHARD W,3,election ,"['__label__3', 0.9993836879730225, '', '']","['__label__3', 0.9993836879730225]","['', '']",3,0.9993836879730225,,,for,0.508186399936676,3,election 
129,129,early voting begins all across georgia on monday,ALLEN RICHARD W,3,election ,"['__label__3', 0.996837317943573, '', '']","['__label__3', 0.996837317943573]","['', '']",3,0.996837317943573,,,for,0.6280662417411804,3,election 
130,130,board of elections and registrar,ALLEN RICHARD W,3,election ,"['__label__3', 0.9886782765388489, '', '']","['__label__3', 0.9886782765388489]","['', '']",3,0.9886782765388489,,,for,0.8419159650802612,3,election 
131,131,plan to vote in november,ALLEN RICHARD W,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.5593599081039429,3,election 
132,132,vote by absentee ballot vote inperson early vote inperson on election day not vote,ALLEN RICHARD W,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.845301628112793,3,election 
133,133,voter registration up to date at current address,ALLEN RICHARD W,3,election ,"['__label__3', 0.5156299471855164, '', '']","['__label__3', 0.5156299471855164]","['', '']",3,0.5156299471855164,,,against,0.5308347344398499,3,election 
134,134,questions or comments for rick allen campaign,ALLEN RICHARD W,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.7401348352432251,3,election 
135,135,questions or comments for rick allen campaign team,ALLEN RICHARD W,3,election ,"['__label__3', 0.9970290064811707, '', '']","['__label__3', 0.9970290064811707]","['', '']",3,0.9970290064811707,,,for,0.5513536930084229,3,election 
136,136,appling county board of elections and registrar tippins street,ALLEN RICHARD W,3,election ,"['__label__3', 0.9579222798347473, '', '']","['__label__3', 0.9579222798347473]","['', '']",3,0.9579222798347473,,,for,0.7633934020996094,3,election 
137,137, proud to announce campaign to replace john barrow with conservative family man and small business leader,ALLEN RICHARD W,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7432770133018494,,
138,138,november election day,ALLEN RICHARD W,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.7215644121170044,3,election 
139,139, foreign national without green card,ALLEN RICHARD W,9,immigration,"['__label__9', 0.9947898983955383, '', '']","['__label__9', 0.9947898983955383]","['', '']",9,0.9947898983955383,,,for,0.7117326855659485,9,immigration
140,140,warren road recreation center,ALLEN RICHARD W,12,infra_transpo,"['__label__12', 0.9987257122993469, '', '']","['__label__12', 0.9987257122993469]","['', '']",12,0.9987257122993469,,,for,0.7645469903945923,12,infra_transpo
141,141,ive spent last years building construction company from ground up in augusta,ALLEN RICHARD W,12,infra_transpo,"['__label__12', 0.9980832934379578, '', '']","['__label__12', 0.9980832934379578]","['', '']",12,0.9980832934379578,,,for,0.6037046313285828,12,infra_transpo
142,142, construction corporation with offices in augusta and athens,ALLEN RICHARD W,12,infra_transpo,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.753312349319458,,
143,143, payment information eg,ALLEN RICHARD W,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8236308693885803,,
144,144,know firsthand about creating jobs in spite of obstacles put in place by federal government,ALLEN RICHARD W,1,occupation,"['__label__1', 0.7122421860694885, '', '']","['__label__1', 0.7122421860694885]","['', '']",1,0.7122421860694885,,,for,0.6143553853034973,1,occupation
145,145,recent poll shows tight race between president donald trump and joe biden,ALLEN RICHARD W,0,social_policy,"['__label__0', 0.5698626637458801, '', '']","['__label__0', 0.5698626637458801]","['', '']",0,0.5698626637458801,,,for,0.6078634262084961,0,social_policy
146,146,posting information on campaign in area,AMATA AUMUA,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.7217139005661011,3,election 
147,147,of vote in reelection,AMATA AUMUA,3,election ,"['__label__3', 0.9990402460098267, '', '']","['__label__3', 0.9990402460098267]","['', '']",3,0.9990402460098267,,,against,0.6262673735618591,3,election 
148,148, attained highest number of votes for any elective office in american samoa history,AMATA AUMUA,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,against,0.5321803092956543,,
149,149,in received international leadership foundations visionary award and in presented inspirational speaker award at ninth annual samoan athletes heart of champions ceremony in la mesa,AMATA AUMUA,8,foreign_policy,"['__label__8', 0.9648651480674744, '', '']","['__label__8', 0.9648651480674744]","['', '']",8,0.9648651480674744,,,for,0.7030420303344727,8,foreign_policy
150,150, and morocco for international republican institute and international foundation for electoral systems,AMATA AUMUA,8,foreign_policy,"['__label__8', 1.0000100135803223, '', '']","['__label__8', 1.0000100135803223]","['', '']",8,1.0000100135803223,,,for,0.9221514463424683,8,foreign_policy
151,151,international work included participation in several pacific regional conferences,AMATA AUMUA,8,foreign_policy,"['__label__8', 0.9960646033287048, '', '']","['__label__8', 0.9960646033287048]","['', '']",8,0.9960646033287048,,,for,0.9525979161262512,8,foreign_policy
152,152,life member of capitol hill club and founding member of american samoa society,AMATA AUMUA,6,security_policy,"['', nan, '', nan]","['', nan]","['', nan]",,,,,against,0.5038580298423767,,
153,153, including at numerous military bases in conus and europe,AMATA AUMUA,6,security_policy,"['__label__6', 0.9956784844398499, '', '']","['__label__6', 0.9956784844398499]","['', '']",6,0.9956784844398499,,,for,0.6366068720817566,6,security_policy
154,154, amata served as spokesperson for samoan womens health project to promote cancer awareness and bring mammography to territory and liaison to national breast cancer coalition since,AMATA AUMUA,0,social_policy,"['__label__0', 0.9777238368988037, '', '']","['__label__0', 0.9777238368988037]","['', '']",0,0.9777238368988037,,,for,0.8453570604324341,0,social_policy
155,155,first woman elected to us house of representatives from american samoa,AMATA AUMUA,0,social_policy,"['__label__0', 0.9875783920288086, '', '']","['__label__0', 0.9875783920288086]","['', '']",0,0.9875783920288086,,,for,0.7230507135391235,0,social_policy
156,156,first republican woman of samoan descent in congress,AMATA AUMUA,0,social_policy,"['__label__0', 0.9850529432296753, '', '']","['__label__0', 0.9850529432296753]","['', '']",0,0.9850529432296753,,,for,0.5424536466598511,0,social_policy
157,157,also one of women profiled in women of american samoa hundred years if development and achievements,AMATA AUMUA,0,social_policy,"['__label__0', 0.9949496984481812, '', '']","['__label__0', 0.9949496984481812]","['', '']",0,0.9949496984481812,,,for,0.714682936668396,0,social_policy
158,158, congolese and uyghur women leaders,AMATA AUMUA,0,social_policy,"['__label__0', 0.9990700483322144, '', '']","['__label__0', 0.9990700483322144]","['', '']",0,0.9990700483322144,,,for,0.9322435855865479,0,social_policy
159,159, first woman ever to serve as rnc chairman,AMATA AUMUA,0,social_policy,"['__label__0', 0.9935217499732971, '', '']","['__label__0', 0.9935217499732971]","['', '']",0,0.9935217499732971,,,for,0.8289599418640137,0,social_policy
160,160, ensuring commercial and federal stocks of personal protective equipment ppe distributed through regional emergency regions to local municipalities,ANDERSON JUSTIN,2,economy ,"['__label__2', 0.9697954058647156, '', '']","['__label__2', 0.9697954058647156]","['', '']",2,0.9697954058647156,,,for,0.6507774591445923,2,economy 
161,161,years teaching at officer candidate school years as instructor,ANDERSON JUSTIN,4,education,"['__label__4', 0.8933194279670715, '', '']","['__label__4', 0.8933194279670715]","['', '']",4,0.8933194279670715,,,against,0.7949487566947937,4,education
162,162,years teaching at officer candidate school,ANDERSON JUSTIN,4,education,"['__label__4', 0.9937201142311096, '', '']","['__label__4', 0.9937201142311096]","['', '']",4,0.9937201142311096,,,against,0.911140501499176,4,education
163,163,justin doesnt just talk about foreign policy,ANDERSON JUSTIN,8,foreign_policy,"['__label__8', 0.9955416321754456, '', '']","['__label__8', 0.9955416321754456]","['', '']",8,0.9955416321754456,,,against,0.9924253821372986,8,foreign_policy
164,164,combat tours in afghanistan earned combat infantry badge after conducting air assault operations to clear taliban villages,ANDERSON JUSTIN,8,foreign_policy,"['__label__8', 0.9886782765388489, '', '']","['__label__8', 0.9886782765388489]","['', '']",8,0.9886782765388489,,,for,0.6836508512496948,8,foreign_policy
165,165, nuclear or highexplosive attacks throughout new england region,ANDERSON JUSTIN,5,healthcare,"['', nan, '', nan]","['', nan]","['', nan]",,,,,against,0.6027498245239258,,
166,166,as facilities hostage rescue team member and transportation team member for high risk inmates,ANDERSON JUSTIN,12,infra_transpo,"['__label__12', 0.9935217499732971, '', '']","['__label__12', 0.9935217499732971]","['', '']",12,0.9935217499732971,,,for,0.5905926823616028,12,infra_transpo
167,167,military liaison officer to division of emergency management and homeland security region office,ANDERSON JUSTIN,6,security_policy,"['__label__6', 0.997758150100708, '', '']","['__label__6', 0.997758150100708]","['', '']",6,0.997758150100708,,,against,0.9723650217056274,6,security_policy
168,168,military liaison officer to division of emergency management and homeland security,ANDERSON JUSTIN,6,security_policy,"['__label__6', 0.999254584312439, '', '']","['__label__6', 0.999254584312439]","['', '']",6,0.999254584312439,,,against,0.9649344086647034,6,security_policy
169,169,darren aquino founder and ceo of advocates for disabled americans,AQUINO DARREN DIONE MR,3,election ,"['__label__3', 0.982567548751831, '', '']","['__label__3', 0.982567548751831]","['', '']",3,0.982567548751831,,,for,0.9467415809631348,3,election 
170,170,darren developed national nonprofit in with unique concept all members and volunteers disabled,AQUINO DARREN DIONE MR,8,foreign_policy,"['__label__8', 0.9871888160705566, '', '']","['__label__8', 0.9871888160705566]","['', '']",8,0.9871888160705566,,,for,0.6834253072738647,8,foreign_policy
171,171,comprehensive network of members and volunteers assist disabled community with any and all issues related to lack of societal integration,AQUINO DARREN DIONE MR,12,infra_transpo,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7753428816795349,,
172,172,then bring issues to washington dc with intent to get fixed,AQUINO DARREN DIONE MR,6,security_policy,"['__label__6', 0.9952548146247864, '', '']","['__label__6', 0.9952548146247864]","['', '']",6,0.9952548146247864,,,for,0.6650503873825073,6,security_policy
173,173,honorable men and women,AQUINO DARREN DIONE MR,0,social_policy,"['__label__0', 1.0000100135803223, '', '']","['__label__0', 1.0000100135803223]","['', '']",0,1.0000100135803223,,,for,0.9938642978668213,0,social_policy
174,174, honorable men and women defended country with honor and courage,AQUINO DARREN DIONE MR,0,social_policy,"['__label__0', 0.9931061863899231, '', '']","['__label__0', 0.9931061863899231]","['', '']",0,0.9931061863899231,,,for,0.886613130569458,0,social_policy
175,175, no data transmission over internet guaranteed as secure,ARENHOLZ ASHLEY HINSON,7,domestic_policy,"['__label__7', 0.8596737384796143, '', '']","['__label__7', 0.8596737384796143]","['', '']",7,0.8596737384796143,,,for,0.660783588886261,7,domestic_policy
176,176,cookies used to collect standard internet log information and visitor behavior information in anonymous form,ARENHOLZ ASHLEY HINSON,7,domestic_policy,"['__label__7', 0.6513648629188538, '', '']","['__label__7', 0.6513648629188538]","['', '']",7,0.6513648629188538,,,for,0.7790379524230957,7,domestic_policy
177,177,social media platforms and web sites any information,ARENHOLZ ASHLEY HINSON,7,domestic_policy,"['__label__7', 0.998803436756134, '', '']","['__label__7', 0.998803436756134]","['', '']",7,0.998803436756134,,,for,0.6067600250244141,7,domestic_policy
178,178,email address removed from marketing list,ARENHOLZ ASHLEY HINSON,2,economy ,"['__label__2', 0.6442351341247559, '', '']","['__label__2', 0.6442351341247559]","['', '']",2,0.6442351341247559,,,for,0.8230826258659363,2,economy 
179,179,contribution made from own funds with personal credit card,ARENHOLZ ASHLEY HINSON,2,economy ,"['__label__2', 0.9960646033287048, '', '']","['__label__2', 0.9960646033287048]","['', '']",2,0.9960646033287048,,,against,0.6740043759346008,2,economy 
180,180, and not with corporate credit card or funds provided to by another person,ARENHOLZ ASHLEY HINSON,2,economy ,"['__label__2', 0.9755869507789612, '', '']","['__label__2', 0.9755869507789612]","['', '']",2,0.9755869507789612,,,for,0.5135396718978882,2,economy 
181,181,funds received in response to solicitation subject to federal contribution limits,ARENHOLZ ASHLEY HINSON,2,economy ,"['__label__2', 0.9863731861114502, '', '']","['__label__2', 0.9863731861114502]","['', '']",2,0.9863731861114502,,,for,0.7661858797073364,2,economy 
182,182, trademark andor trade dress of ashley hinson for congress and may not copied,ARENHOLZ ASHLEY HINSON,2,economy ,"['__label__2', 0.9808859825134277, '', '']","['__label__2', 0.9808859825134277]","['', '']",2,0.9808859825134277,,,for,0.5193573236465454,2,economy 
183,183, marketing and internal purposes,ARENHOLZ ASHLEY HINSON,2,economy ,"['__label__2', 0.8031837940216064, '', '']","['__label__2', 0.8031837940216064]","['', '']",2,0.8031837940216064,,,for,0.9497663378715515,2,economy 
