,extra_id,text,name,class_simple,topics,fasttext_all,fasttext_results,fasttext_results2,class_simple_pred_label,class_simple_pred_acc,class_simple_pred_label2,class_simple_pred_acc2,sent_score_pred_label,sent_score_pred_acc,class_simple_pred_label_acc_combined,topic
4168,4168, and offences against law of nations,LAMBORN DOUGLAS,3,election ,"['__label__3', 0.994455099105835, '', '']","['__label__3', 0.994455099105835]","['', '']",3,0.994455099105835,,,against,0.9993520379066467,3,election 
4169,4169,treason against united states,LAMBORN DOUGLAS,3,election ,"['__label__3', 0.9990989565849304, '', '']","['__label__3', 0.9990989565849304]","['', '']",3,0.9990989565849304,,,against,0.9999841451644897,3,election 
4170,4170, shall consist only in levying war against them,LAMBORN DOUGLAS,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,against,0.9999868869781494,,
4171,4171,house shall judge of elections,LAMBORN DOUGLAS,3,election ,"['__label__3', 0.9979592561721802, '', '']","['__label__3', 0.9979592561721802]","['', '']",3,0.9979592561721802,,,against,0.7118534445762634,3,election 
4172,4172, places and manner of holding elections for senators and representatives,LAMBORN DOUGLAS,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8785669207572937,,
4173,4173, and day on shall give votes,LAMBORN DOUGLAS,3,election ,"['__label__3', 0.994098961353302, '', '']","['__label__3', 0.994098961353302]","['', '']",3,0.994098961353302,,,for,0.7009714841842651,3,election 
4174,4174, and senator shall one vote,LAMBORN DOUGLAS,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.7059440016746521,3,election 
4175,4175,campaign for working families,LAMBORN DOUGLAS,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.6921921372413635,3,election 
4176,4176,citizens against government waste,LAMBORN DOUGLAS,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,1.0000091791152954,3,election 
4177,4177,council for citizens against government waste pac,LAMBORN DOUGLAS,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.9998586177825928,3,election 
4178,4178,pac privileged to opportunity to endorse and financially support congressman lamborns candidacy,LAMBORN DOUGLAS,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9944737553596497,,
4179,4179,pacs mission dedicated to strengthening,LAMBORN DOUGLAS,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8812937140464783,,
4180,4180,family research council action pac endorses congressman lamborn for reelection,LAMBORN DOUGLAS,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7291631698608398,,
4181,4181,general election endorsements,LAMBORN DOUGLAS,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.5489314198493958,3,election 
4182,4182,campaign for working families pleased to endorse congressman doug lamborn for reelection,LAMBORN DOUGLAS,3,election ,"['__label__3', 0.9304682612419128, '', '']","['__label__3', 0.9304682612419128]","['', '']",3,0.9304682612419128,,,for,0.6776106357574463,3,election 
4183,4183,citizens against government waste political action committee endorses congressman doug lamborn,LAMBORN DOUGLAS,3,election ,"['__label__3', 0.9993433356285095, '', '']","['__label__3', 0.9993433356285095]","['', '']",3,0.9993433356285095,,,against,0.9988077878952026,3,election 
4184,4184,council for citizens against government waste,LAMBORN DOUGLAS,3,election ,"['__label__3', 0.9994397163391113, '', '']","['__label__3', 0.9994397163391113]","['', '']",3,0.9994397163391113,,,against,0.9999451637268066,3,election 
4185,4185,council for citizens against government waste ccagw,LAMBORN DOUGLAS,3,election ,"['__label__3', 0.9990989565849304, '', '']","['__label__3', 0.9990989565849304]","['', '']",3,0.9990989565849304,,,against,0.9998165965080261,3,election 
4186,4186,courageous votes to cut wasteful spending and make government more accountable serve as example to members,LAMBORN DOUGLAS,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.5593702793121338,,
4187,4187,advocate of free market,LAMBORN DOUGLAS,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9983066916465759,,
4188,4188, as senior member of house natural resources committee,LAMBORN DOUGLAS,10,environment,"['__label__10', 0.9942797422409058, '', '']","['__label__10', 0.9942797422409058]","['', '']",10,0.9942797422409058,,,for,0.53472900390625,10,environment
4189,4189, and to informed of nature and cause of accusation,LAMBORN DOUGLAS,10,environment,"['__label__10', 0.9706977605819702, '', '']","['__label__10', 0.9706977605819702]","['', '']",10,0.9706977605819702,,,for,0.9116499423980713,10,environment
4190,4190, shall otherwise reexamined in any court of united states,LAMBORN DOUGLAS,8,foreign_policy,"['__label__8', 0.9732507467269897, '', '']","['__label__8', 0.9732507467269897]","['', '']",8,0.9732507467269897,,,against,0.5540952086448669,8,foreign_policy
4191,4191,also cochair of republican israeli and israel allies caucus,LAMBORN DOUGLAS,8,foreign_policy,"['__label__8', 0.994098961353302, '', '']","['__label__8', 0.994098961353302]","['', '']",8,0.994098961353302,,,for,0.8609123229980469,8,foreign_policy
4192,4192,means foreign policy support friends over enemies,LAMBORN DOUGLAS,8,foreign_policy,"['__label__8', 0.9896818399429321, '', '']","['__label__8', 0.9896818399429321]","['', '']",8,0.9896818399429321,,,for,0.9969146847724915,8,foreign_policy
4193,4193, lamborn voted against obamacare and supports repeal,LAMBORN DOUGLAS,5,healthcare,"['__label__5', 0.9947898983955383, '', '']","['__label__5', 0.9947898983955383]","['', '']",5,0.9947898983955383,,,against,0.996888279914856,5,healthcare
4194,4194, and needful buildings,LAMBORN DOUGLAS,12,infra_transpo,"['__label__12', 0.9931061863899231, '', '']","['__label__12', 0.9931061863899231]","['', '']",12,0.9931061863899231,,,for,0.8380857706069946,12,infra_transpo
4195,4195,to establish post offices and post roads,LAMBORN DOUGLAS,12,infra_transpo,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9280310869216919,,
4196,4196, military construction,LAMBORN DOUGLAS,12,infra_transpo,"['__label__6', 1.0000100135803223, '', '']","['__label__6', 1.0000100135803223]","['', '']",6,1.0000100135803223,,,against,0.6631894707679749,6,security_policy
4197,4197, clear or pay duties in another,LAMBORN DOUGLAS,1,occupation,"['__label__1', 0.7310686111450195, '', '']","['__label__1', 0.7310686111450195]","['', '']",1,0.7310686111450195,,,for,0.839301347732544,1,occupation
4198,4198,representatives and direct taxes shall apportioned among several states may included within union,LAMBORN DOUGLAS,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7805408239364624,,
4199,4199,congress shall power to lay and collect taxes,LAMBORN DOUGLAS,1,occupation,"['__label__1', 0.9903015494346619, '', '']","['__label__1', 0.9903015494346619]","['', '']",1,0.9903015494346619,,,for,0.9353465437889099,1,occupation
4200,4200, to pay debts and provide for common defence and general welfare of united states,LAMBORN DOUGLAS,1,occupation,"['__label__1', 0.9697954058647156, '', '']","['__label__1', 0.9697954058647156]","['', '']",1,0.9697954058647156,,,for,0.8889977931976318,1,occupation
4201,4201,business owners best to recover from covid pandemic,LAMBORN DOUGLAS,13,public_health,"['__label__13', 1.0000100135803223, '', '']","['__label__13', 1.0000100135803223]","['', '']",13,1.0000100135803223,,,for,0.5537818074226379,13,public_health
4202,4202,to promote progress of science and useful arts,LAMBORN DOUGLAS,11,science,"['__label__11', 0.9983615279197693, '', '']","['__label__11', 0.9983615279197693]","['', '']",11,0.9983615279197693,,,for,0.7825153470039368,11,science
4203,4203,ensuring military fully funded,LAMBORN DOUGLAS,6,security_policy,"['__label__6', 1.0000100135803223, '', '']","['__label__6', 1.0000100135803223]","['', '']",6,1.0000100135803223,,,against,0.6201183199882507,6,security_policy
4204,4204,subcommittee jurisdiction over all military readiness,LAMBORN DOUGLAS,6,security_policy,"['__label__6', 0.9971204400062561, '', '']","['__label__6', 0.9971204400062561]","['', '']",6,0.9971204400062561,,,against,0.6621557474136353,6,security_policy
4205,4205, military installations,LAMBORN DOUGLAS,6,security_policy,"['__label__6', 1.0000100135803223, '', '']","['__label__6', 1.0000100135803223]","['', '']",6,1.0000100135803223,,,against,0.6582121849060059,6,security_policy
4206,4206, and military affairs committee and republican caucus chairman,LAMBORN DOUGLAS,6,security_policy,"['__label__6', 0.9992306232452393, '', '']","['__label__6', 0.9992306232452393]","['', '']",6,0.9992306232452393,,,for,0.7646957635879517,6,security_policy
4207,4207, would require abortion facilities to provide women seeking chemical abortions information about reversing procedures effects,LAMBORN DOUGLAS,0,social_policy,"['__label__0', 0.996837317943573, '', '']","['__label__0', 0.996837317943573]","['', '']",0,0.996837317943573,,,for,0.6552170515060425,0,social_policy
4208,4208, promote general welfare,LAMBORN DOUGLAS,0,social_policy,"['__label__0', 0.8519628047943115, '', '']","['__label__0', 0.8519628047943115]","['', '']",0,0.8519628047943115,,,for,0.8164077401161194,0,social_policy
4209,4209, for men and women in uniform,LAMBORN DOUGLAS,0,social_policy,"['__label__0', 1.0000100135803223, '', '']","['__label__0', 1.0000100135803223]","['', '']",0,1.0000100135803223,,,for,0.9793018698692322,0,social_policy
4210,4210,may elect not to allow us to collect and use nonpersonally identifiable data as part of service by,LATURNER JAKE,5,healthcare,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7394917607307434,,
4211,4211, or like transaction in laturnerforseantecom not survivor,LATURNER JAKE,5,healthcare,"['__label__5', 0.9777238368988037, '', '']","['__label__5', 0.9777238368988037]","['', '']",5,0.9777238368988037,,,against,0.644602358341217,5,healthcare
4212,4212, marketing and communications firm,LAWSON ALFRED JR,2,economy ,"['__label__2', 0.9988764524459839, '', '']","['__label__2', 0.9988764524459839]","['', '']",2,0.9988764524459839,,,for,0.9622437953948975,2,economy 
4213,4213, improving access to highquality education from preschool through post secondary level and protecting working families,LAWSON ALFRED JR,4,education,"['__label__4', 0.546748161315918, '', '']","['__label__4', 0.546748161315918]","['', '']",4,0.546748161315918,,,for,0.6750164031982422,4,education
4214,4214, florida state student government association,LAWSON ALFRED JR,4,education,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.6331753134727478,,
4215,4215, and legislator of year award from nature conservancy,LAWSON ALFRED JR,10,environment,"['__label__10', 0.9903015494346619, '', '']","['__label__10', 0.9903015494346619]","['', '']",10,0.9903015494346619,,,for,0.7433519959449768,10,environment
4216,4216,highlight of coaching career came in seminoles reached ncaa national championship,LAWSON ALFRED JR,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.5435689687728882,,
4217,4217, and capital city black pages minority business directory,LAWSON ALFRED JR,0,social_policy,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.677071750164032,,
4218,4218,helping at local events,LEAVENS DREW EUGENE,7,domestic_policy,"['__label__7', 1.0000100135803223, '', '']","['__label__7', 1.0000100135803223]","['', '']",7,1.0000100135803223,,,for,0.70819091796875,7,domestic_policy
4219,4219,valley professional firefighters iaff local representing firefighters of valley regional fire authority,LEAVENS DREW EUGENE,7,domestic_policy,"['__label__7', 0.9972090721130371, '', '']","['__label__7', 0.9972090721130371]","['', '']",7,0.9972090721130371,,,for,0.5009431838989258,7,domestic_policy
4220,4220,valley professional firefighters iaff local labor union representing over uniformed members of valley regional fire authority,LEAVENS DREW EUGENE,7,domestic_policy,"['__label__7', 0.9911626577377319, '', '']","['__label__7', 0.9911626577377319]","['', '']",7,0.9911626577377319,,,for,0.5259233117103577,7,domestic_policy
4221,4221,valley professional firefighters iaff local,LEAVENS DREW EUGENE,7,domestic_policy,"['__label__7', 1.0000100135803223, '', '']","['__label__7', 1.0000100135803223]","['', '']",7,1.0000100135803223,,,for,0.7020206451416016,7,domestic_policy
4222,4222, and things buy on internet,LEAVENS DREW EUGENE,7,domestic_policy,"['__label__7', 0.9965265989303589, '', '']","['__label__7', 0.9965265989303589]","['', '']",7,0.9965265989303589,,,for,0.9672821760177612,7,domestic_policy
4223,4223, supreme court ordered per day fine until education fully funded,LEAVENS DREW EUGENE,7,domestic_policy,"['__label__7', 0.9914325475692749, '', '']","['__label__7', 0.9914325475692749]","['', '']",7,0.9914325475692749,,,for,0.7686006426811218,7,domestic_policy
4224,4224,rainier and graduated from local public high school,LEAVENS DREW EUGENE,7,domestic_policy,"['__label__7', 0.9777238368988037, '', '']","['__label__7', 0.9777238368988037]","['', '']",7,0.9777238368988037,,,against,0.5129381418228149,7,domestic_policy
4225,4225, in order to obtain muchneeded funding to address traffic avenue overpass above,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.523430347442627, '', '']","['__label__2', 0.523430347442627]","['', '']",2,0.523430347442627,,,for,0.7183781266212463,2,economy 
4226,4226, very excited to secure state funding for beginning phases of widened traffic avenue bridge over highway in sumner,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.6442351341247559, '', '']","['__label__2', 0.6442351341247559]","['', '']",2,0.6442351341247559,,,for,0.751058042049408,2,economy 
4227,4227, representing more than businesses in hotel,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.607673168182373, '', '']","['__label__2', 0.607673168182373]","['', '']",2,0.607673168182373,,,against,0.8752020597457886,2,economy 
4228,4228,representing more than businesses in hotel,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.607673168182373, '', '']","['__label__2', 0.607673168182373]","['', '']",2,0.607673168182373,,,against,0.8752020597457886,2,economy 
4229,4229,with economy struggling from coronavirus and risk of recession,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.6297846436500549, '', '']","['__label__2', 0.6297846436500549]","['', '']",2,0.6297846436500549,,,for,0.5408097505569458,2,economy 
4230,4230,served on house finance committee for all three of terms in state house,LEAVENS DREW EUGENE,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.5775145292282104,,
4231,4231,new system dramatically increased funding for auburn,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.9916942119598389, '', '']","['__label__2', 0.9916942119598389]","['', '']",2,0.9916942119598389,,,for,0.5267128348350525,2,economy 
4232,4232, and ensures funds spent on things matter like textbooks and smaller class sizes,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.9850529432296753, '', '']","['__label__2', 0.9850529432296753]","['', '']",2,0.9850529432296753,,,for,0.7905361652374268,2,economy 
4233,4233, want to ensure economy opened quickly but safely and opportunity for all washingtonians to successful,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.9770326614379883, '', '']","['__label__2', 0.9770326614379883]","['', '']",2,0.9770326614379883,,,against,0.9735509753227234,2,economy 
4234,4234, to levy tax on businesses for employees hire,LEAVENS DREW EUGENE,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8388148546218872,,
4235,4235, and give families more time to spend together,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.9886782765388489, '', '']","['__label__2', 0.9886782765388489]","['', '']",2,0.9886782765388489,,,for,0.6414796710014343,2,economy 
4236,4236, helps boost auburn economy,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.9808859825134277, '', '']","['__label__2', 0.9808859825134277]","['', '']",2,0.9808859825134277,,,against,0.5223034620285034,2,economy 
4237,4237,hb protects funding for king and pierce county flood control districts so resources to continue combatting floods along green,LEAVENS DREW EUGENE,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.827892541885376,,
4238,4238,citizen action defense fund,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 1.0000100135803223, '', '']","['__label__2', 1.0000100135803223]","['', '']",2,1.0000100135803223,,,for,0.6405563354492188,2,economy 
4239,4239,pension funding council,LEAVENS DREW EUGENE,2,economy ,"['__label__2', 0.9976133108139038, '', '']","['__label__2', 0.9976133108139038]","['', '']",2,0.9976133108139038,,,for,0.8069534301757812,2,economy 
4240,4240, pension funding council responsible for setting economic assumptions and pension contribution rates for states pension plans,LEAVENS DREW EUGENE,2,economy ,"['__label__1', 0.7826725244522095, '__label__2', 0.6791887283325195]","['__label__1', 0.7826725244522095]","['__label__2', 0.6791887283325195]",1,0.7826725244522095,,,for,0.7182624340057373,1,occupation
4241,4241, ive advocated public schools deserve first dollar,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.8267217874526978, '', '']","['__label__4', 0.8267217874526978]","['', '']",4,0.8267217874526978,,,for,0.9064098596572876,4,education
4242,4242,public school employees of washington seiu local representing over and higher education employees dedicated to providing washington students and parents best public education possible,LEAVENS DREW EUGENE,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,for,0.6862375736236572,4,education
4243,4243, education advocacy organization ensuring all students receive highquality,LEAVENS DREW EUGENE,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,for,0.613633930683136,4,education
4244,4244, safety and education of children and youth of washington state,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.9867871999740601, '', '']","['__label__4', 0.9867871999740601]","['', '']",4,0.9867871999740601,,,for,0.7308264970779419,4,education
4245,4245,public school employees of washington seiu local labor union representing over educators in school districts and three universities across washington,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.9525841474533081, '', '']","['__label__4', 0.9525841474533081]","['', '']",4,0.9525841474533081,,,against,0.7511050701141357,4,education
4246,4246,washington state school retirees association,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.9991804361343384, '', '']","['__label__4', 0.9991804361343384]","['', '']",4,0.9991804361343384,,,against,0.9252418279647827,4,education
4247,4247, representing over former teachers and school employees,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.998142421245575, '', '']","['__label__4', 0.998142421245575]","['', '']",4,0.998142421245575,,,against,0.6192544102668762,4,education
4248,4248, representing over veterinarians and students in washington dedicated to helping animals,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.9921941161155701, '', '']","['__label__4', 0.9921941161155701]","['', '']",4,0.9921941161155701,,,for,0.7092751860618591,4,education
4249,4249,education advocacy organization ensuring all students receive highquality,LEAVENS DREW EUGENE,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,for,0.613633930683136,4,education
4250,4250,public school employees of washington seiu local,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.9994742274284363, '', '']","['__label__4', 0.9994742274284363]","['', '']",4,0.9994742274284363,,,against,0.8150736689567566,4,education
4251,4251,representing over former teachers and school employees,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.998142421245575, '', '']","['__label__4', 0.998142421245575]","['', '']",4,0.998142421245575,,,against,0.6192544102668762,4,education
4252,4252,representing over and higher education employees dedicated to providing washington students and parents best public education possible,LEAVENS DREW EUGENE,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,for,0.8676809668540955,4,education
4253,4253,representing over veterinarians and students in washington dedicated to helping animals,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.9921941161155701, '', '']","['__label__4', 0.9921941161155701]","['', '']",4,0.9921941161155701,,,for,0.7092751860618591,4,education
4254,4254,im proud to endorsed by public school employees of washington,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.9770326614379883, '', '']","['__label__4', 0.9770326614379883]","['', '']",4,0.9770326614379883,,,against,0.6089200973510742,4,education
4255,4255, union representing educators and school support professionals,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.6513648629188538, '', '']","['__label__4', 0.6513648629188538]","['', '']",4,0.6513648629188538,,,for,0.9951173067092896,4,education
4256,4256, want good schools more than ever,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.585111141204834, '', '']","['__label__4', 0.585111141204834]","['', '']",4,0.585111141204834,,,against,0.7594588994979858,4,education
4257,4257,schools resources need to succeed,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.9019306898117065, '', '']","['__label__4', 0.9019306898117065]","['', '']",4,0.9019306898117065,,,for,0.9442197680473328,4,education
4258,4258, graduate high school prepared for,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.9995927214622498, '', '']","['__label__4', 0.9995927214622498]","['', '']",4,0.9995927214622498,,,against,0.9229294657707214,4,education
4259,4259, carbonado and dieringer school districts while still reducing total property taxes for districts starting next year,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.9755869507789612, '', '']","['__label__4', 0.9755869507789612]","['', '']",4,0.9755869507789612,,,against,0.9349793791770935,4,education
4260,4260,continue advocate for better schools and better outcomes,LEAVENS DREW EUGENE,4,education,"['__label__3', 0.6150978803634644, '', '']","['__label__3', 0.6150978803634644]","['', '']",3,0.6150978803634644,,,for,0.9997114539146423,3,election 
4261,4261,new and modernized schools in auburn,LEAVENS DREW EUGENE,4,education,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8219506144523621,,
4262,4262, and white river school districts,LEAVENS DREW EUGENE,4,education,"['__label__4', 0.993317186832428, '', '']","['__label__4', 0.993317186832428]","['', '']",4,0.993317186832428,,,against,0.6930992007255554,4,education
4263,4263,reelection campaign endorsed by compas,LEAVENS DREW EUGENE,3,election ,"['__label__3', 0.9972090721130371, '', '']","['__label__3', 0.9972090721130371]","['', '']",3,0.9972090721130371,,,for,0.6410367488861084,3,election 
4264,4264,endorsed by childrens campaign fund,LEAVENS DREW EUGENE,3,election ,"['__label__3', 0.994098961353302, '', '']","['__label__3', 0.994098961353302]","['', '']",3,0.994098961353302,,,for,0.6777507662773132,3,election 
4265,4265,see endorsed drews campaign,LEAVENS DREW EUGENE,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.5396202802658081,3,election 
4266,4266, campaign and campaign,LEAVENS DREW EUGENE,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.5556289553642273,3,election 
4267,4267,by far strongest candidate in primary election contest,LEAVENS DREW EUGENE,3,election ,"['__label__3', 0.9669240117073059, '', '']","['__label__3', 0.9669240117073059]","['', '']",3,0.9669240117073059,,,for,0.6678006649017334,3,election 
4268,4268,childrens campaign fund,LEAVENS DREW EUGENE,3,election ,"['__label__3', 1.0000100135803223, '__label__2', 0.9863731861114502]","['__label__3', 1.0000100135803223]","['__label__2', 0.9863731861114502]",3,1.0000100135803223,,,for,0.5061813592910767,3,election 
4269,4269, increases accountability and transparency of tax dollars,LEAVENS DREW EUGENE,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.5125381350517273,,
4270,4270, ill continue to advocate for policies grow economy and create jobs,LEAVENS DREW EUGENE,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9982833862304688,,
4271,4271,politicians dont always follow through on promises,LEAVENS DREW EUGENE,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.702962338924408,,
4272,4272, from health care to transportation with ear tuned to middleclass concerns,LEAVENS DREW EUGENE,5,healthcare,"['__label__5', 0.9790457487106323, '', '']","['__label__5', 0.9790457487106323]","['', '']",5,0.9790457487106323,,,for,0.834738552570343,5,healthcare
4273,4273,drew also founded and serves as president of nonprofit organization citizen action defense fund,LEAVENS DREW EUGENE,5,healthcare,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7700660228729248,,
4274,4274, jack age and eli age and hyperactive border collie puppy named scout,LEAVENS DREW EUGENE,9,immigration,"['__label__9', 0.9879562258720398, '', '']","['__label__9', 0.9879562258720398]","['', '']",9,0.9879562258720398,,,for,0.7769137024879456,9,immigration
4275,4275, remodelers and construction industry professionals employing over people in pierce county,LEAVENS DREW EUGENE,12,infra_transpo,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.767052173614502,,
4276,4276,building industry association of washington,LEAVENS DREW EUGENE,12,infra_transpo,"['__label__12', 0.6723417043685913, '', '']","['__label__12', 0.6723417043685913]","['', '']",12,0.6723417043685913,,,against,0.8805119395256042,12,infra_transpo
4277,4277,transportation improvements,LEAVENS DREW EUGENE,12,infra_transpo,"['__label__12', 1.0000100135803223, '', '']","['__label__12', 1.0000100135803223]","['', '']",12,1.0000100135803223,,,for,0.898713231086731,12,infra_transpo
4278,4278,construction of new eastbound highway offramp and bypass around auburn way south,LEAVENS DREW EUGENE,12,infra_transpo,"['__label__12', 0.6150978803634644, '', '']","['__label__12', 0.6150978803634644]","['', '']",12,0.6150978803634644,,,for,0.5066924095153809,12,infra_transpo
4279,4279,construction of seismic wall along jovita boulevard in edgewood,LEAVENS DREW EUGENE,12,infra_transpo,"['__label__12', 0.9960646033287048, '', '']","['__label__12', 0.9960646033287048]","['', '']",12,0.9960646033287048,,,for,0.6015290021896362,12,infra_transpo
4280,4280,phase of brandnew edgewood community park,LEAVENS DREW EUGENE,12,infra_transpo,"['__label__12', 1.0000100135803223, '', '']","['__label__12', 1.0000100135803223]","['', '']",12,1.0000100135803223,,,for,0.8608309626579285,12,infra_transpo
4281,4281,upgraded facilities at rainier state school in buckley,LEAVENS DREW EUGENE,12,infra_transpo,"['__label__12', 0.9911626577377319, '', '']","['__label__12', 0.9911626577377319]","['', '']",12,0.9911626577377319,,,against,0.7906572222709656,12,infra_transpo
4282,4282,improvements to roosevelt park in wilkeson,LEAVENS DREW EUGENE,12,infra_transpo,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8811630606651306,,
4283,4283,new storage facilities for daffodil heritage parade in sumner,LEAVENS DREW EUGENE,12,infra_transpo,"['__label__12', 0.994098961353302, '', '']","['__label__12', 0.994098961353302]","['', '']",12,0.994098961353302,,,for,0.5753072500228882,12,infra_transpo
4284,4284,labor union representing over educators in school districts and three universities across washington,LEAVENS DREW EUGENE,1,occupation,"['__label__1', 0.9450047016143799, '', '']","['__label__1', 0.9450047016143799]","['', '']",1,0.9450047016143799,,,against,0.6513864398002625,1,occupation
4285,4285,labor union representing over uniformed members of valley regional fire authority,LEAVENS DREW EUGENE,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.5022461414337158,,
4286,4286, college or career training,LEAVENS DREW EUGENE,1,occupation,"['__label__1', 0.6513648629188538, '', '']","['__label__1', 0.6513648629188538]","['', '']",1,0.6513648629188538,,,for,0.6268036961555481,1,occupation
4287,4287, not time to continue raising taxes,LEAVENS DREW EUGENE,1,occupation,"['__label__1', 0.9284188151359558, '', '']","['__label__1', 0.9284188151359558]","['', '']",1,0.9284188151359558,,,for,0.9000855088233948,1,occupation
4288,4288, including new or additional taxes on income earn,LEAVENS DREW EUGENE,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8180392980575562,,
4289,4289,instead of more taxes,LEAVENS DREW EUGENE,1,occupation,"['__label__1', 0.9937201142311096, '', '']","['__label__1', 0.9937201142311096]","['', '']",1,0.9937201142311096,,,for,0.8961626291275024,1,occupation
4290,4290,select committee on pension policy,LEAVENS DREW EUGENE,1,occupation,"['__label__1', 0.9955416321754456, '', '']","['__label__1', 0.9955416321754456]","['', '']",1,0.9955416321754456,,,for,0.8121462464332581,1,occupation
4291,4291, select committee on pension policy responsible for studying and recommending policies affecting states public pension system,LEAVENS DREW EUGENE,1,occupation,"['__label__1', 0.5000100135803223, '', '']","['__label__1', 0.5000100135803223]","['', '']",1,0.5000100135803223,,,for,0.9094789624214172,1,occupation
4292,4292,june robinson public health funding award,LEAVENS DREW EUGENE,13,public_health,"['__label__13', 0.9985088109970093, '', '']","['__label__13', 0.9985088109970093]","['', '']",13,0.9985088109970093,,,for,0.9623794555664062,13,public_health
4293,4293,recipient of june robinson public health funding award by washington state public health association,LEAVENS DREW EUGENE,13,public_health,"['__label__13', 0.9974591135978699, '', '']","['__label__13', 0.9974591135978699]","['', '']",13,0.9974591135978699,,,for,0.8408471941947937,13,public_health
